Entraineur,Autostart,Deferre,Gagnant,Record,Gain,Crack,Age,Place,Recul,Sexe,Distance,Driver,Hippodrome,Date 
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,GUIBLAIS,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,ABRIVARD,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,ROCHER,VINCENNES,OUI,NON,MERCREDI 31 OCTOBRE 2012
NON,NON,OUI,,MEDIUM,,OUI,NON,M,COURT,DUBOIS,VINCENNES,NON,OUI,MERCREDI 31 OCTOBRE 2012
NON,OUI,NON,,MEDIUM,,OUI,NON,F,COURT,ABRIVARD,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
OUI,OUI,OUI,,MEDIUM,,OUI,NON,F,COURT,ERNAULT,VINCENNES,OUI,NON,MERCREDI 31 OCTOBRE 2012
OUI,OUI,NON,,MEDIUM,,OUI,NON,F,COURT,VERVA,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
NON,OUI,OUI,,MEDIUM,,OUI,OUI,F,COURT,BAZIRE,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
NON,OUI,NON,,MEDIUM,,OUI,OUI,F,COURT,MOTTIER,VINCENNES,NON,OUI,MERCREDI 31 OCTOBRE 2012
OUI,NON,NON,,MEDIUM,,OUI,NON,H,COURT,BIGEON,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
NON,NON,NON,,MEDIUM,,OUI,NON,M,COURT,BAZIRE,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
NON,NON,NON,,MEDIUM,,OUI,NON,M,COURT,LOCQUENEUX,VINCENNES,NON,OUI,VENDREDI 31 OCTOBRE 2014
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,CLIN,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,LENOIR,VINCENNES,OUI,NON,VENDREDI 31 OCTOBRE 2014
NON,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,RAFFIN,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
OUI,OUI,NON,,VIEUX,,OUI,NON,H,COURT,BARON,VINCENNES,OUI,NON,VENDREDI 31 OCTOBRE 2014
NON,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,DUBOIS,VINCENNES,NON,OUI,VENDREDI 31 OCTOBRE 2014
NON,OUI,OUI,,VIEUX,,OUI,OUI,F,COURT,THOMAIN,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
NON,OUI,OUI,,VIEUX,,OUI,OUI,H,COURT,ABRIVARD,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
NON,NON,NON,,JEUNE,,OUI,NON,F,COURT,THOMAIN,VINCENNES,OUI,NON,VENDREDI 31 OCTOBRE 2014
OUI,NON,NON,,JEUNE,,OUI,NON,F,COURT,LETOUZE,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
OUI,NON,NON,,JEUNE,,OUI,NON,F,COURT,ROGER,VINCENNES,NON,OUI,VENDREDI 31 OCTOBRE 2014
OUI,NON,NON,,JEUNE,,OUI,NON,F,COURT,BRIAND,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
NON,NON,NON,,JEUNE,,OUI,NON,F,COURT,NIVARD,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,BAZIRE,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,RAFFIN,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
NON,NON,NON,,MEDIUM,,OUI,NON,H,LONG,MONCLIN,VINCENNES,NON,OUI,VENDREDI 31 OCTOBRE 2014
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,DUBREIL,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,BONNE,VINCENNES,OUI,NON,VENDREDI 31 OCTOBRE 2014
NON,NON,NON,,MEDIUM,,OUI,NON,H,LONG,BAZIRE,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,LOCQUENEUX,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,LE BELLER,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
NON,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,GUIBLAIS,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2014
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,LENOIR,VINCENNES,OUI,OUI,VENDREDI 31 OCTOBRE 2014
OUI,NON,OUI,,VIEUX,,OUI,OUI,F,LONG,BRUNEAU,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
OUI,NON,OUI,,VIEUX,,OUI,OUI,F,LONG,BLOT,VINCENNES,NON,OUI,MARDI 01 NOVEMBRE 2011
NON,NON,NON,,VIEUX,,OUI,OUI,H,LONG,RAFFIN,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
NON,NON,OUI,,VIEUX,,OUI,OUI,H,LONG,ABRIVARD,VINCENNES,OUI,NON,MARDI 01 NOVEMBRE 2011
OUI,NON,NON,,VIEUX,,OUI,NON,H,LONG,SENET,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
OUI,NON,NON,,MEDIUM,,OUI,NON,H,LONG,DREUX,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,HARDY,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
OUI,NON,OUI,,MEDIUM,,OUI,NON,M,LONG,LEBON,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
NON,NON,OUI,,MEDIUM,,OUI,NON,M,LONG,BAZIRE,VINCENNES,NON,OUI,MARDI 01 NOVEMBRE 2011
NON,NON,OUI,,MEDIUM,,OUI,NON,M,LONG,AUDEBERT,VINCENNES,OUI,NON,MARDI 01 NOVEMBRE 2011
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,ANNE,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,MARY,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,DELANOE,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,PITON,VINCENNES,NON,OUI,MARDI 01 NOVEMBRE 2011
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,RAFFIN,VINCENNES,OUI,NON,MARDI 01 NOVEMBRE 2011
OUI,NON,OUI,,VIEUX,,OUI,NON,F,LONG,ANNE,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
OUI,NON,OUI,,VIEUX,,OUI,NON,F,LONG,CORDEAU,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
OUI,NON,OUI,,VIEUX,,OUI,NON,F,LONG,ABRIVARD,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
NON,NON,OUI,,VIEUX,,OUI,NON,F,LONG,PITON,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
OUI,NON,OUI,,VIEUX,,OUI,NON,F,LONG,BAZIRE,VINCENNES,OUI,OUI,MARDI 01 NOVEMBRE 2011
OUI,OUI,NON,,MEDIUM,,OUI,NON,H,COURT,ABRIVARD,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
OUI,OUI,OUI,,MEDIUM,,OUI,NON,M,COURT,BAZIRE,VINCENNES,OUI,NON,MARDI 01 NOVEMBRE 2011
OUI,OUI,NON,,MEDIUM,,OUI,NON,H,COURT,MASCLE,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
OUI,OUI,OUI,,MEDIUM,,OUI,NON,H,COURT,LENOIR,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2011
NON,OUI,NON,,MEDIUM,,OUI,OUI,M,COURT,ABRIVARD,VINCENNES,NON,OUI,MARDI 01 NOVEMBRE 2011
NON,NON,NON,,MEDIUM,,OUI,NON,M,COURT,BAZIRE,VINCENNES,NON,NON,VENDREDI 01 NOVEMBRE 2013
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,BARRIER,VINCENNES,NON,NON,VENDREDI 01 NOVEMBRE 2013
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,VERVA,VINCENNES,NON,NON,VENDREDI 01 NOVEMBRE 2013
NON,NON,NON,,MEDIUM,,OUI,NON,H,COURT,LAGADEUC,VINCENNES,OUI,NON,VENDREDI 01 NOVEMBRE 2013
OUI,NON,NON,,MEDIUM,,OUI,NON,M,COURT,DUBOIS,VINCENNES,NON,OUI,VENDREDI 01 NOVEMBRE 2013
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,BOUDOU,VINCENNES,NON,NON,VENDREDI 01 NOVEMBRE 2013
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,BAZIRE,VINCENNES,NON,NON,VENDREDI 01 NOVEMBRE 2013
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,VERVA,VINCENNES,NON,NON,VENDREDI 01 NOVEMBRE 2013
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,SERPIN,VINCENNES,OUI,NON,VENDREDI 01 NOVEMBRE 2013
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,DUBOIS,VINCENNES,NON,OUI,VENDREDI 01 NOVEMBRE 2013
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,LENOIR,VINCENNES,NON,OUI,VENDREDI 01 NOVEMBRE 2013
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,OUVRIE,VINCENNES,NON,NON,VENDREDI 01 NOVEMBRE 2013
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,THOMAIN,VINCENNES,NON,NON,VENDREDI 01 NOVEMBRE 2013
NON,NON,OUI,,VIEUX,,OUI,NON,M,LONG,BAZIRE,VINCENNES,NON,NON,VENDREDI 01 NOVEMBRE 2013
OUI,NON,NON,,VIEUX,,OUI,NON,H,LONG,BOSSUET,VINCENNES,OUI,NON,VENDREDI 01 NOVEMBRE 2013
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,NIVARD,VINCENNES,NON,NON,VENDREDI 01 NOVEMBRE 2013
NON,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,DUBOIS,VINCENNES,NON,NON,VENDREDI 01 NOVEMBRE 2013
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,LE BEZVOET,VINCENNES,NON,NON,VENDREDI 01 NOVEMBRE 2013
OUI,NON,NON,,MEDIUM,,OUI,NON,H,COURT,LE BELLER,VINCENNES,NON,NON,VENDREDI 01 NOVEMBRE 2013
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,COURT,MOTTIER,VINCENNES,OUI,OUI,VENDREDI 01 NOVEMBRE 2013
NON,NON,OUI,NON,JEUNE,NON,NON,NON,F,LONG,GELORMINI,VINCENNES,NON,OUI,MARDI 01 NOVEMBRE 2016
OUI,NON,OUI,NON,JEUNE,NON,NON,NON,F,LONG,ANNE,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2016
NON,NON,OUI,OUI,JEUNE,NON,NON,NON,F,LONG,LEVESQUE,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2016
OUI,NON,NON,NON,JEUNE,NON,NON,NON,F,LONG,CORDEAU,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2016
NON,NON,OUI,NON,JEUNE,NON,OUI,NON,F,LONG,BAZIRE,VINCENNES,OUI,NON,MARDI 01 NOVEMBRE 2016
OUI,OUI,NON,NON,JEUNE,NON,NON,NON,M,COURT,DREUX,VINCENNES,OUI,NON,MARDI 01 NOVEMBRE 2016
NON,OUI,NON,NON,JEUNE,NON,OUI,NON,M,COURT,FRIBAULT,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2016
NON,OUI,NON,NON,JEUNE,NON,NON,NON,M,COURT,VERCRUYSSE,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2016
NON,OUI,NON,NON,JEUNE,NON,NON,OUI,M,COURT,OUVRIE,VINCENNES,NON,OUI,MARDI 01 NOVEMBRE 2016
OUI,OUI,NON,,JEUNE,,NON,OUI,M,COURT,BAZIRE,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2016
NON,NON,NON,NON,JEUNE,NON,NON,NON,F,LONG,D'HAENENS,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2016
OUI,NON,NON,OUI,JEUNE,NON,NON,NON,F,LONG,DAVID,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2016
OUI,NON,NON,NON,JEUNE,NON,OUI,NON,F,LONG,BAZIRE,VINCENNES,NON,OUI,MARDI 01 NOVEMBRE 2016
OUI,NON,NON,OUI,JEUNE,NON,NON,NON,F,LONG,TERRY,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2016
OUI,NON,NON,OUI,JEUNE,NON,NON,NON,F,LONG,PILLON,VINCENNES,OUI,NON,MARDI 01 NOVEMBRE 2016
OUI,NON,NON,,JEUNE,,NON,NON,F,COURT,BIGEON,VINCENNES,NON,OUI,MARDI 01 NOVEMBRE 2016
NON,NON,NON,OUI,JEUNE,NON,NON,NON,F,COURT,ANDREGHETTI,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2016
NON,NON,NON,,JEUNE,,NON,NON,F,COURT,BAZIRE,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2016
OUI,NON,NON,,JEUNE,,NON,NON,F,COURT,ANNE,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2016
NON,NON,NON,,JEUNE,,OUI,NON,F,COURT,RAFFIN,VINCENNES,OUI,NON,MARDI 01 NOVEMBRE 2016
OUI,NON,NON,,JEUNE,,NON,NON,F,LONG,ABRIVARD,VINCENNES,OUI,NON,MARDI 01 NOVEMBRE 2016
NON,NON,NON,,JEUNE,,NON,NON,F,LONG,OUVRIE,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2016
OUI,NON,NON,,JEUNE,,OUI,NON,F,LONG,MOTTIER,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2016
NON,NON,NON,NON,JEUNE,NON,NON,NON,F,LONG,SENET,VINCENNES,NON,NON,MARDI 01 NOVEMBRE 2016
OUI,NON,NON,OUI,JEUNE,NON,NON,NON,F,LONG,ERNAULT,VINCENNES,NON,OUI,MARDI 01 NOVEMBRE 2016
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,ERNAULT,VINCENNES,NON,NON,VENDREDI 02 NOVEMBRE 2007
OUI,NON,NON,,VIEUX,,OUI,NON,H,LONG,ANNE,VINCENNES,NON,NON,VENDREDI 02 NOVEMBRE 2007
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,NIVARD,VINCENNES,NON,NON,VENDREDI 02 NOVEMBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,RAFFIN,VINCENNES,NON,OUI,VENDREDI 02 NOVEMBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,BAZIRE,VINCENNES,OUI,NON,VENDREDI 02 NOVEMBRE 2007
NON,OUI,OUI,,VIEUX,,OUI,NON,M,COURT,LOCQUENEUX,HIPPO,NON,NON,DATE
OUI,OUI,NON,,VIEUX,,OUI,NON,H,COURT,ABRIVARD,HIPPO,NON,NON,DATE
OUI,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,OUVRIE,HIPPO,NON,NON,DATE
NON,OUI,NON,,VIEUX,,OUI,NON,F,COURT,DERSOIR,HIPPO,NON,NON,DATE
OUI,OUI,NON,,VIEUX,,OUI,NON,F,COURT,GILLOT,HIPPO,OUI,OUI,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,M,LONG,VERVA,VINCENNES,NON,NON,VENDREDI 02 NOVEMBRE 2007
OUI,NON,NON,,VIEUX,,OUI,NON,H,LONG,BIGEON,VINCENNES,NON,OUI,VENDREDI 02 NOVEMBRE 2007
NON,NON,NON,,VIEUX,,OUI,NON,M,LONG,VERBEECK,VINCENNES,NON,NON,VENDREDI 02 NOVEMBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,BAZIRE,VINCENNES,NON,NON,VENDREDI 02 NOVEMBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,RAFFIN,VINCENNES,OUI,NON,VENDREDI 02 NOVEMBRE 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,LAURENT,VINCENNES,NON,NON,VENDREDI 02 NOVEMBRE 2007
NON,NON,NON,,VIEUX,,OUI,NON,F,COURT,LEVESQUE,VINCENNES,NON,OUI,VENDREDI 02 NOVEMBRE 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,DUBOIS,VINCENNES,NON,NON,VENDREDI 02 NOVEMBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,BAZIRE,VINCENNES,NON,NON,VENDREDI 02 NOVEMBRE 2007
NON,NON,NON,,VIEUX,,OUI,NON,F,COURT,PITON,VINCENNES,OUI,NON,VENDREDI 02 NOVEMBRE 2007
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,ROUSSEL,VINCENNES,NON,NON,VENDREDI 02 NOVEMBRE 2007
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,BAZIRE,VINCENNES,NON,OUI,VENDREDI 02 NOVEMBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,LOCQUENEUX,VINCENNES,NON,NON,VENDREDI 02 NOVEMBRE 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,LENOIR,VINCENNES,NON,NON,VENDREDI 02 NOVEMBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,LECANU,VINCENNES,OUI,NON,VENDREDI 02 NOVEMBRE 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,BAZIRE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,NICOLE,HIPPO,NON,NON,DATE
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,FEYTE,HIPPO,NON,NON,DATE
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,ANGELIAUME,HIPPO,NON,NON,DATE
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,ERNAULT,HIPPO,OUI,OUI,DATE
NON,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,RAFFIN,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
NON,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,VERVA,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
NON,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,ABRIVARD,VINCENNES,OUI,OUI,LUNDI 02 NOVEMBRE 2009
NON,OUI,NON,,VIEUX,,OUI,OUI,H,COURT,VERCRUYSSE,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
OUI,OUI,NON,,VIEUX,,OUI,OUI,M,COURT,LESNE,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
OUI,NON,NON,,VIEUX,,OUI,NON,H,COURT,BERGH,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
OUI,NON,NON,,VIEUX,,OUI,NON,H,COURT,RENAULT,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,GARCIA,VINCENNES,NON,OUI,LUNDI 02 NOVEMBRE 2009
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,LEVESQUE,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,ABRIVARD,VINCENNES,OUI,OUI,LUNDI 02 NOVEMBRE 2009
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,RAFFIN,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,TOUTAIN,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,VERBEECK,VINCENNES,OUI,NON,LUNDI 02 NOVEMBRE 2009
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,LEBISSONNAIS,VINCENNES,NON,OUI,LUNDI 02 NOVEMBRE 2009
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,VERVA,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,DREUX,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,ABRIVARD,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,BAZIRE,VINCENNES,NON,OUI,LUNDI 02 NOVEMBRE 2009
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,RAYON,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,BIGEON,VINCENNES,OUI,NON,LUNDI 02 NOVEMBRE 2009
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,BAZIRE,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,RAFFIN,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,VERCRUYSSE,VINCENNES,NON,OUI,LUNDI 02 NOVEMBRE 2009
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,NISKANEN,VINCENNES,NON,NON,LUNDI 02 NOVEMBRE 2009
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,CHAUVIN,VINCENNES,OUI,NON,LUNDI 02 NOVEMBRE 2009
OUI,NON,NON,,VIEUX,,OUI,OUI,H,LONG,GAUVIN,VINCENNES,NON,NON,MARDI 02 NOVEMBRE 2010
OUI,NON,OUI,,VIEUX,,OUI,OUI,F,LONG,ROGER,VINCENNES,NON,NON,MARDI 02 NOVEMBRE 2010
NON,NON,OUI,,VIEUX,,OUI,OUI,H,LONG,RAFFIN,VINCENNES,NON,NON,MARDI 02 NOVEMBRE 2010
NON,NON,OUI,,VIEUX,,OUI,OUI,F,LONG,VERBEECK,VINCENNES,NON,OUI,MARDI 02 NOVEMBRE 2010
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,NIVARD,VINCENNES,OUI,NON,MARDI 02 NOVEMBRE 2010
NON,NON,OUI,,VIEUX,,OUI,NON,M,LONG,PORCHERON,VINCENNES,NON,NON,MARDI 02 NOVEMBRE 2010
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,RAFFIN,VINCENNES,NON,NON,MARDI 02 NOVEMBRE 2010
OUI,NON,NON,,VIEUX,,OUI,NON,H,LONG,LEPENNETIER,VINCENNES,NON,NON,MARDI 02 NOVEMBRE 2010
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,OUVRIE,VINCENNES,NON,OUI,MARDI 02 NOVEMBRE 2010
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,NIVARD,VINCENNES,OUI,NON,MARDI 02 NOVEMBRE 2010
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,CHAVATTE,VINCENNES,NON,NON,MARDI 02 NOVEMBRE 2010
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,VERBEECK,VINCENNES,NON,NON,MARDI 02 NOVEMBRE 2010
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,DUVALDESTIN,VINCENNES,NON,OUI,MARDI 02 NOVEMBRE 2010
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,RAFFIN,VINCENNES,NON,NON,MARDI 02 NOVEMBRE 2010
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,BAUDRON,VINCENNES,OUI,NON,MARDI 02 NOVEMBRE 2010
OUI,NON,OUI,,VIEUX,,OUI,NON,F,LONG,PITON,VINCENNES,NON,OUI,MARDI 02 NOVEMBRE 2010
OUI,NON,OUI,,VIEUX,,OUI,NON,F,LONG,GAUVIN,VINCENNES,NON,NON,MARDI 02 NOVEMBRE 2010
NON,NON,OUI,,VIEUX,,OUI,NON,F,LONG,NIVARD,VINCENNES,NON,NON,MARDI 02 NOVEMBRE 2010
NON,NON,NON,,VIEUX,,OUI,NON,F,LONG,DUBOIS,VINCENNES,NON,NON,MARDI 02 NOVEMBRE 2010
NON,NON,OUI,,VIEUX,,OUI,NON,F,LONG,ABRIVARD,VINCENNES,OUI,NON,MARDI 02 NOVEMBRE 2010
NON,OUI,OUI,,VIEUX,,OUI,NON,M,COURT,ABRIVARD,VINCENNES,OUI,NON,MARDI 02 NOVEMBRE 2010
NON,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,GIROUARD,VINCENNES,NON,NON,MARDI 02 NOVEMBRE 2010
OUI,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,BAZIRE,VINCENNES,NON,NON,MARDI 02 NOVEMBRE 2010
NON,OUI,NON,,VIEUX,,OUI,OUI,M,COURT,VERVA,VINCENNES,NON,NON,MARDI 02 NOVEMBRE 2010
OUI,OUI,NON,,VIEUX,,OUI,OUI,H,COURT,BIGEON,VINCENNES,NON,OUI,MARDI 02 NOVEMBRE 2010
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,DUBOIS,VINCENNES,NON,NON,MERCREDI 02 NOVEMBRE 2011
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,THOMAIN,VINCENNES,NON,OUI,MERCREDI 02 NOVEMBRE 2011
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,RAFFIN,VINCENNES,NON,NON,MERCREDI 02 NOVEMBRE 2011
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,VERCRUYSSE,VINCENNES,NON,NON,MERCREDI 02 NOVEMBRE 2011
NON,NON,NON,,VIEUX,,OUI,NON,F,COURT,DUBOIS,VINCENNES,OUI,NON,MERCREDI 02 NOVEMBRE 2011
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,BARRIER,VINCENNES,NON,NON,MERCREDI 02 NOVEMBRE 2011
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,BAZIRE,VINCENNES,NON,NON,MERCREDI 02 NOVEMBRE 2011
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,ABRIVARD,VINCENNES,NON,OUI,MERCREDI 02 NOVEMBRE 2011
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,GROULT,VINCENNES,NON,NON,MERCREDI 02 NOVEMBRE 2011
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,NIVARD,VINCENNES,OUI,NON,MERCREDI 02 NOVEMBRE 2011
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,VERBEECK,VINCENNES,NON,NON,MERCREDI 02 NOVEMBRE 2011
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,GUELPA,VINCENNES,NON,NON,MERCREDI 02 NOVEMBRE 2011
