Entraineur,Autostart,Deferre,Gagnant,Record,Gain,Crack,Age,Place,Recul,Sexe,Distance,Driver,Hippodrome,Date 
OUI,NON,OUI,,VIEUX,,OUI,NON,F,LONG,MARY,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,F,LONG,BAZIRE,VINCENNES,OUI,NON,MARDI 30 OCTOBRE 2007
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,WESTHOLM,VINCENNES,NON,OUI,MARDI 30 OCTOBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,DUBOIS,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,VERBEECK,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2007
OUI,NON,NON,,VIEUX,,OUI,NON,H,COURT,ANNE,VINCENNES,OUI,NON,MARDI 30 OCTOBRE 2007
OUI,NON,NON,,VIEUX,,OUI,NON,H,COURT,LAURENT,VINCENNES,OUI,NON,MARDI 30 OCTOBRE 2007
OUI,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,BAZIRE,VINCENNES,OUI,OUI,MARDI 30 OCTOBRE 2007
OUI,OUI,NON,,VIEUX,,OUI,NON,F,COURT,VIEL,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2007
NON,OUI,NON,,VIEUX,,OUI,NON,F,COURT,PITON,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2007
NON,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,VERCRUYSSE,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2007
NON,OUI,OUI,,VIEUX,,OUI,OUI,F,COURT,DREUX,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2007
NON,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,ERNAULT,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
NON,OUI,OUI,,VIEUX,,OUI,NON,H,COURT,RAFFIN,VINCENNES,OUI,NON,VENDREDI 30 OCTOBRE 2009
OUI,OUI,NON,,VIEUX,,OUI,OUI,H,COURT,DESMIGNEUX,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
OUI,OUI,OUI,,VIEUX,,OUI,OUI,H,COURT,DE FOLLEVILLE,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
OUI,OUI,OUI,,VIEUX,,OUI,OUI,H,COURT,BAZIRE,VINCENNES,NON,OUI,VENDREDI 30 OCTOBRE 2009
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,LE BELLER,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,ROBLOT,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,RAFFIN,VINCENNES,NON,OUI,VENDREDI 30 OCTOBRE 2009
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,VERBEECK,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
OUI,NON,NON,,VIEUX,,OUI,NON,H,LONG,DERSOIR,VINCENNES,OUI,NON,VENDREDI 30 OCTOBRE 2009
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,OUVRIE,VINCENNES,NON,OUI,VENDREDI 30 OCTOBRE 2009
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,VERVA,VINCENNES,OUI,NON,VENDREDI 30 OCTOBRE 2009
OUI,NON,OUI,,VIEUX,,OUI,NON,M,LONG,NICOLLE,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,LE BELLER,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
OUI,NON,NON,,VIEUX,,OUI,NON,H,LONG,BOSSUET,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,BAZIRE,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,RAFFIN,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
NON,NON,OUI,,VIEUX,,OUI,NON,M,LONG,VERBEECK,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,MONCLIN,VINCENNES,NON,OUI,VENDREDI 30 OCTOBRE 2009
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,LENOIR,VINCENNES,OUI,NON,VENDREDI 30 OCTOBRE 2009
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,LEFAUCHEUX,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,DUVALDESTIN,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
NON,NON,NON,,VIEUX,,OUI,NON,F,COURT,BAZIRE,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,PITON,VINCENNES,OUI,OUI,VENDREDI 30 OCTOBRE 2009
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,DUBOIS,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2009
NON,NON,OUI,,MEDIUM,,OUI,OUI,H,LONG,VERCRUYSSE,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
NON,NON,OUI,,MEDIUM,,OUI,OUI,F,LONG,VERVA,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
NON,NON,OUI,,MEDIUM,,OUI,OUI,H,LONG,RAFFIN,VINCENNES,NON,OUI,MARDI 30 OCTOBRE 2012
OUI,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,LENOIR,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
NON,NON,NON,,MEDIUM,,OUI,NON,H,LONG,BAZIRE,VINCENNES,OUI,NON,MARDI 30 OCTOBRE 2012
NON,NON,NON,,MEDIUM,,OUI,NON,F,LONG,BAZIRE,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
NON,NON,OUI,,MEDIUM,,OUI,NON,F,LONG,GELORMINI,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
NON,NON,NON,,MEDIUM,,OUI,NON,F,LONG,RAFFIN,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,LONG,PETREMENT,VINCENNES,NON,OUI,MARDI 30 OCTOBRE 2012
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,LONG,PITON,VINCENNES,OUI,NON,MARDI 30 OCTOBRE 2012
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,DUBOIS,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
OUI,NON,NON,,MEDIUM,,OUI,NON,F,COURT,ALLARD,VINCENNES,NON,OUI,MARDI 30 OCTOBRE 2012
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,VERVA,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,OUVRIE,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,VERBEECK,VINCENNES,OUI,NON,MARDI 30 OCTOBRE 2012
NON,NON,OUI,,MEDIUM,,OUI,NON,F,LONG,BAZIRE,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
NON,NON,NON,,MEDIUM,,OUI,NON,F,LONG,RAFFIN,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,LONG,GROUSSARD,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
OUI,NON,NON,,MEDIUM,,OUI,NON,F,LONG,CHAVATTE,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,LONG,DUVALDESTIN,VINCENNES,OUI,OUI,MARDI 30 OCTOBRE 2012
NON,OUI,OUI,,MEDIUM,,OUI,NON,H,COURT,BAZIRE,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
NON,OUI,OUI,,MEDIUM,,OUI,NON,H,COURT,ABRIVARD,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
NON,OUI,OUI,,MEDIUM,,OUI,NON,H,COURT,BARRIER,VINCENNES,NON,NON,MARDI 30 OCTOBRE 2012
OUI,OUI,OUI,,MEDIUM,,OUI,NON,H,COURT,DUBOIS,VINCENNES,OUI,NON,MARDI 30 OCTOBRE 2012
NON,OUI,NON,,MEDIUM,,OUI,OUI,H,COURT,VERCRUYSSE,VINCENNES,NON,OUI,MARDI 30 OCTOBRE 2012
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,VERCRUYSSE,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,ABRIVARD,VINCENNES,NON,OUI,MERCREDI 30 OCTOBRE 2013
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,RAFFIN,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,LAGADEUC,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,BAUDE,VINCENNES,OUI,NON,MERCREDI 30 OCTOBRE 2013
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,ABRIVARD,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,NIVARD,VINCENNES,OUI,NON,MERCREDI 30 OCTOBRE 2013
NON,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,LECLERC,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
NON,NON,NON,,MEDIUM,,OUI,NON,F,COURT,VERVA,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
OUI,NON,OUI,,MEDIUM,,OUI,NON,F,COURT,DONIO,VINCENNES,NON,OUI,MERCREDI 30 OCTOBRE 2013
NON,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,VERBEECK,VINCENNES,OUI,NON,MERCREDI 30 OCTOBRE 2013
OUI,OUI,OUI,,VIEUX,,OUI,NON,F,COURT,SIONNEAU,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
OUI,OUI,OUI,,VIEUX,,OUI,OUI,F,COURT,DECAUDIN,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
OUI,OUI,OUI,,VIEUX,,OUI,OUI,F,COURT,DREUX,VINCENNES,NON,OUI,MERCREDI 30 OCTOBRE 2013
NON,OUI,NON,,VIEUX,,OUI,OUI,H,COURT,MOTTIER,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
OUI,NON,NON,,VIEUX,,OUI,NON,H,COURT,ANDRIEU,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,PITON,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,BIGEON,VINCENNES,NON,OUI,MERCREDI 30 OCTOBRE 2013
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,OUVRIE,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,BIGEON,VINCENNES,OUI,NON,MERCREDI 30 OCTOBRE 2013
OUI,NON,NON,,MEDIUM,,OUI,NON,M,LONG,BRUNEAU,VINCENNES,NON,OUI,MERCREDI 30 OCTOBRE 2013
NON,NON,NON,,MEDIUM,,OUI,NON,H,LONG,D'HAENENS,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
NON,NON,NON,,MEDIUM,,OUI,NON,H,LONG,BARRIER,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
NON,NON,OUI,,MEDIUM,,OUI,NON,M,LONG,BAZIRE,VINCENNES,NON,OUI,MERCREDI 30 OCTOBRE 2013
OUI,NON,NON,,MEDIUM,,OUI,NON,H,LONG,ROUXEL,VINCENNES,OUI,NON,MERCREDI 30 OCTOBRE 2013
NON,NON,NON,,MEDIUM,,OUI,NON,H,LONG,SEGUIN,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
NON,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,PILLON,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
NON,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,LOIX,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
NON,NON,OUI,,MEDIUM,,OUI,NON,H,LONG,BAZIRE,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
OUI,NON,NON,,MEDIUM,,OUI,NON,H,LONG,CHAVATTE,VINCENNES,OUI,OUI,MERCREDI 30 OCTOBRE 2013
NON,OUI,OUI,,MEDIUM,,OUI,NON,F,COURT,PITON,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
NON,OUI,NON,,MEDIUM,,OUI,NON,F,COURT,NIVARD,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
NON,OUI,OUI,,MEDIUM,,OUI,NON,F,COURT,VERCRUYSSE,VINCENNES,NON,OUI,MERCREDI 30 OCTOBRE 2013
OUI,OUI,OUI,,MEDIUM,,OUI,OUI,F,COURT,RAFFEGEAU,VINCENNES,OUI,NON,MERCREDI 30 OCTOBRE 2013
OUI,OUI,OUI,,MEDIUM,,OUI,OUI,F,COURT,BAZIRE,VINCENNES,NON,NON,MERCREDI 30 OCTOBRE 2013
NON,OUI,OUI,NON,VIEUX,NON,NON,NON,H,COURT,RAFFIN,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2015
NON,OUI,OUI,NON,MEDIUM,OUI,NON,NON,F,COURT,BARRIER,VINCENNES,NON,OUI,VENDREDI 30 OCTOBRE 2015
NON,OUI,OUI,NON,MEDIUM,NON,NON,NON,H,COURT,THOMAIN,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2015
OUI,OUI,OUI,NON,MEDIUM,NON,OUI,NON,F,COURT,BAUDE,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2015
NON,OUI,OUI,NON,VIEUX,NON,NON,NON,H,COURT,GELORMINI,VINCENNES,OUI,NON,VENDREDI 30 OCTOBRE 2015
OUI,NON,OUI,OUI,MEDIUM,NON,NON,NON,H,LONG,MARTENS,VINCENNES,OUI,NON,VENDREDI 30 OCTOBRE 2015
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,H,LONG,LENOIR,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2015
NON,NON,NON,OUI,MEDIUM,NON,OUI,NON,H,LONG,BARRIER,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2015
NON,NON,NON,OUI,MEDIUM,OUI,NON,NON,H,LONG,OUVRIE,VINCENNES,NON,OUI,VENDREDI 30 OCTOBRE 2015
OUI,NON,OUI,NON,MEDIUM,NON,NON,NON,H,LONG,DELACOUR,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2015
OUI,NON,OUI,OUI,MEDIUM,OUI,NON,NON,H,LONG,LE BELLER,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2015
NON,NON,OUI,OUI,MEDIUM,NON,OUI,NON,H,LONG,ANNE,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2015
NON,NON,OUI,NON,MEDIUM,NON,NON,NON,H,LONG,VERBEECK,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2015
NON,NON,OUI,OUI,MEDIUM,NON,NON,NON,M,LONG,THOMAIN,VINCENNES,NON,OUI,VENDREDI 30 OCTOBRE 2015
NON,NON,OUI,OUI,MEDIUM,OUI,NON,NON,H,LONG,GUINOISEAU,VINCENNES,OUI,NON,VENDREDI 30 OCTOBRE 2015
NON,NON,NON,,JEUNE,,NON,NON,H,COURT,BAZIRE,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2015
NON,NON,NON,NON,JEUNE,OUI,NON,NON,H,COURT,GELORMINI,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2015
NON,NON,NON,NON,JEUNE,NON,NON,NON,H,COURT,NIVARD,VINCENNES,NON,OUI,VENDREDI 30 OCTOBRE 2015
OUI,NON,NON,OUI,JEUNE,NON,NON,NON,H,COURT,BARASSIN,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2015
OUI,NON,NON,NON,JEUNE,NON,OUI,NON,M,COURT,ALLARD,VINCENNES,OUI,NON,VENDREDI 30 OCTOBRE 2015
OUI,NON,NON,,JEUNE,,NON,NON,F,COURT,BONNE,VINCENNES,OUI,NON,VENDREDI 30 OCTOBRE 2015
NON,NON,NON,,JEUNE,,NON,NON,F,COURT,RAFFIN,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2015
OUI,NON,NON,NON,JEUNE,NON,NON,NON,F,COURT,BAZIRE,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2015
NON,NON,NON,NON,JEUNE,NON,NON,NON,F,COURT,MOTTIER,VINCENNES,NON,OUI,VENDREDI 30 OCTOBRE 2015
OUI,NON,NON,,JEUNE,,OUI,NON,F,COURT,ANNE,VINCENNES,NON,NON,VENDREDI 30 OCTOBRE 2015
OUI,NON,OUI,,VIEUX,,OUI,NON,M,LONG,LEVESQUE,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,M,LONG,BAZIRE,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,M,LONG,LINDQVIST,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
OUI,NON,NON,,VIEUX,,OUI,NON,M,LONG,LENOIR,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,F,LONG,PITON,VINCENNES,OUI,OUI,MERCREDI 31 OCTOBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,VERCRUYSSE,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
NON,NON,NON,,VIEUX,,OUI,NON,F,COURT,LEVESQUE,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,H,COURT,BLANCHON,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,LENOIR,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,BAZIRE,VINCENNES,OUI,OUI,MERCREDI 31 OCTOBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,BAZIRE,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,CHAUVE-LAFFAY,VINCENNES,OUI,OUI,MERCREDI 31 OCTOBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,DUBOIS,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,PITON,VINCENNES,NON,OUI,MERCREDI 31 OCTOBRE 2007
NON,NON,NON,,VIEUX,,OUI,NON,F,COURT,DEFFAUX,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,RAYON,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,M,COURT,DUBOIS,VINCENNES,NON,OUI,MERCREDI 31 OCTOBRE 2007
OUI,NON,NON,,VIEUX,,OUI,NON,H,COURT,LAURENT,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,LEVESQUE,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
NON,NON,NON,,VIEUX,,OUI,NON,F,COURT,BAZIRE,VINCENNES,OUI,NON,MERCREDI 31 OCTOBRE 2007
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,ANGELIAUME,VINCENNES,OUI,NON,MERCREDI 31 OCTOBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,GUINOISEAU,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,DUBOIS,VINCENNES,NON,OUI,MERCREDI 31 OCTOBRE 2007
OUI,NON,NON,,VIEUX,,OUI,NON,H,LONG,BIGEON,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,VIEL,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,MARCQUE,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,VERVA,VINCENNES,OUI,NON,MERCREDI 31 OCTOBRE 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,DREUX,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,LAURENT,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,BAZIRE,VINCENNES,NON,OUI,MERCREDI 31 OCTOBRE 2007
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,NIVARD,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,LOCQUENEUX,VINCENNES,NON,OUI,VENDREDI 31 OCTOBRE 2008
OUI,NON,NON,,VIEUX,,OUI,NON,M,LONG,CHALON,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,BAZIRE,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
NON,NON,OUI,,VIEUX,,OUI,NON,M,LONG,VERBEECK,VINCENNES,OUI,NON,VENDREDI 31 OCTOBRE 2008
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,LESAUVAGE,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,BAZIRE,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
NON,NON,NON,,VIEUX,,OUI,NON,F,COURT,VERBEECK,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,LENOIR,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,LAURENT,VINCENNES,OUI,OUI,VENDREDI 31 OCTOBRE 2008
NON,NON,OUI,,VIEUX,,OUI,NON,H,LONG,RAFFIN,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
OUI,NON,NON,,VIEUX,,OUI,NON,H,LONG,ARMELLINI,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
OUI,NON,NON,,VIEUX,,OUI,NON,M,LONG,ABRIVARD,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
OUI,NON,OUI,,VIEUX,,OUI,NON,H,LONG,DREUX,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
NON,NON,NON,,VIEUX,,OUI,NON,H,LONG,LE BELLER,VINCENNES,OUI,OUI,VENDREDI 31 OCTOBRE 2008
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,NIVARD,VINCENNES,NON,OUI,VENDREDI 31 OCTOBRE 2008
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,GIARD,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,LOCQUENEUX,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,PITON,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,MESSAGER,VINCENNES,OUI,NON,VENDREDI 31 OCTOBRE 2008
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,LENOIR,VINCENNES,NON,OUI,VENDREDI 31 OCTOBRE 2008
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,BAZIRE,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,KOUBICHE,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,RAFFEGEAU,VINCENNES,NON,NON,VENDREDI 31 OCTOBRE 2008
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,DELACOUR,VINCENNES,OUI,NON,VENDREDI 31 OCTOBRE 2008
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,VERBEECK,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
NON,NON,OUI,,VIEUX,,OUI,NON,H,COURT,DREUX,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
NON,NON,NON,,VIEUX,,OUI,NON,H,COURT,VERCRUYSSE,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
NON,NON,NON,,VIEUX,,OUI,NON,F,COURT,THOMAIN,VINCENNES,NON,OUI,MERCREDI 31 OCTOBRE 2012
OUI,NON,NON,,VIEUX,,OUI,NON,M,COURT,BAZIRE,VINCENNES,OUI,NON,MERCREDI 31 OCTOBRE 2012
OUI,NON,NON,,VIEUX,,OUI,NON,F,COURT,MEGISSIER,VINCENNES,OUI,NON,MERCREDI 31 OCTOBRE 2012
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,CUILLER,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,VERBEECK,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,ABRIVARD,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
NON,NON,OUI,,VIEUX,,OUI,NON,F,COURT,BAZIRE,VINCENNES,NON,OUI,MERCREDI 31 OCTOBRE 2012
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,MARTENS,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,DUBOIS,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
OUI,NON,OUI,,VIEUX,,OUI,NON,F,COURT,BAZIRE,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
NON,NON,NON,,VIEUX,,OUI,NON,M,COURT,VERCRUYSSE,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
NON,NON,OUI,,VIEUX,,OUI,NON,M,COURT,RAFFIN,VINCENNES,OUI,OUI,MERCREDI 31 OCTOBRE 2012
OUI,NON,NON,,MEDIUM,,OUI,NON,H,COURT,BIGEON,VINCENNES,NON,NON,MERCREDI 31 OCTOBRE 2012
